Filename,nwords,nsentences,nparagraphs,nlemmas,nlemma_types,ncontent_words,ncontent_types,nfunction_words,n_nouns,n_noun_types,n_verbs,n_verb_types,n_adjs,n_adj_types,n_advs,n_adv_types,n_prps,n_prp_types,n_arguments,n_argument_types,n_bigram_lemmas,n_bigram_lemma_types,n_trigram_lemmas,n_trigram_lemma_types
C7294E1E615D.txt,195,11,3,195,83,102,54,93,43,24,27,14,23,13,10,7,24,7,62,30,194,164,193,182
298E5C25E843.txt,165,5,4,165,70,75,36,90,37,16,21,12,13,6,4,3,14,3,49,18,164,134,163,153
9818D8926288.txt,196,30,8,196,91,110,60,86,42,26,37,20,17,12,15,6,20,8,58,31,195,159,194,177
F98FEC21D9EA.txt,530,11,6,530,167,257,116,273,108,45,88,40,36,17,26,17,76,11,167,54,529,416,528,493
3C2AFBFEDA6B.txt,280,14,4,280,113,136,74,144,55,25,50,28,17,12,15,11,18,5,69,29,279,241,278,270
E2FC55BF5005.txt,226,7,4,226,95,112,69,114,63,39,24,16,20,12,5,4,17,5,71,42,225,183,224,216
FA130BF0072E.txt,526,20,1,526,176,253,129,273,86,54,89,43,30,21,51,21,73,10,154,62,525,437,524,506
F581373D36A4.txt,317,24,21,317,90,188,69,129,104,41,37,11,27,11,22,12,8,2,112,43,316,212,315,271
CA0FB6DB7B80.txt,1017,41,8,1017,230,534,165,483,242,66,141,47,96,38,62,26,113,16,334,78,1016,728,1015,921
B84EF55EE7F0.txt,424,24,5,424,136,210,94,214,89,33,56,28,37,23,30,15,34,7,121,38,423,314,422,389
3DB503D247B3.txt,326,7,3,326,120,150,77,176,50,24,57,26,23,18,21,13,38,9,84,32,325,272,324,310
E7585113D7EC.txt,441,17,12,441,107,222,77,219,92,30,77,28,34,14,19,7,46,6,132,35,440,278,439,365
FAB189F7E4DF.txt,579,24,5,579,153,271,105,308,104,40,84,36,57,20,27,12,86,14,170,50,578,432,577,529
AA8DA5629CBC.txt,429,12,5,429,127,219,84,210,72,30,77,27,45,16,25,13,64,12,124,40,428,322,427,387
605BF3B67175.txt,251,11,6,251,115,110,76,141,50,29,33,23,16,14,13,12,45,8,86,35,250,216,249,240
A95A92435F9B.txt,340,13,6,340,92,163,57,177,45,14,59,25,33,11,26,7,52,7,91,19,339,222,338,273
6932E62C6338.txt,315,11,8,315,89,142,56,173,35,22,56,22,13,8,38,7,72,11,99,31,314,214,313,280
E03B6B157C32.txt,242,13,5,242,93,118,51,124,51,21,45,19,15,8,8,5,34,13,81,33,241,176,240,203
6D9728CB8711.txt,567,38,5,567,132,293,95,274,140,49,87,26,45,13,21,13,56,4,185,52,566,393,565,502
73D29610F3B4.txt,408,19,5,408,150,185,103,223,84,47,52,27,18,14,31,17,70,8,143,52,407,324,406,381
7333B4549006.txt,1074,53,6,1074,254,553,188,521,304,86,129,55,68,37,54,22,113,13,399,97,1073,801,1072,979
C6EE9996089C.txt,235,11,8,235,76,122,53,113,55,26,27,11,26,16,14,6,7,4,62,30,234,169,233,209
AFBC394080FC.txt,470,17,5,470,152,199,103,271,67,42,82,39,16,13,34,12,91,12,147,52,469,360,468,432
9B6A95DD8E05.txt,358,10,6,358,109,160,69,198,88,30,52,27,8,6,12,8,39,7,123,36,357,261,356,319
869B37DA1D3E.txt,197,13,7,197,72,89,45,108,37,16,34,18,11,8,10,8,41,6,74,21,196,137,195,157
3D8CF58944E1.txt,454,18,7,454,128,250,85,204,113,34,69,25,30,16,39,14,38,12,145,44,453,324,452,392
153C3543E432.txt,770,17,17,770,255,358,196,412,172,102,105,54,54,33,30,15,88,11,246,111,769,647,768,739
D7C9E22CC216.txt,521,15,5,521,155,257,108,264,104,45,87,34,39,19,31,15,59,9,150,51,520,377,519,445
3CD2C9F56CB1.txt,403,20,4,403,123,167,83,236,59,33,57,28,29,14,22,11,73,8,120,39,402,304,401,367
8732BAEAF691.txt,172,6,1,172,85,86,55,86,37,25,36,24,8,5,5,3,15,4,52,29,171,158,170,169
20AA145EB328.txt,365,20,4,365,113,219,79,146,105,29,75,32,30,16,11,7,33,5,135,32,364,273,363,326
4CF311D90E96.txt,218,16,4,218,96,89,61,129,37,26,35,21,11,10,7,6,39,8,68,32,217,190,216,210
F73899060D94.txt,370,16,5,370,134,172,88,198,74,43,68,28,18,11,13,10,73,14,141,55,369,277,368,324
1C8861E0C4EB.txt,338,13,1,338,101,172,62,166,58,24,51,20,36,10,27,9,44,11,100,34,337,225,336,279
CA7EF1C7C3FE.txt,566,27,6,566,119,291,83,275,141,40,96,25,31,17,25,6,35,7,163,45,565,338,564,450
D9F549A8EE63.txt,316,16,3,316,137,157,97,159,54,43,49,32,23,14,33,15,52,11,102,53,315,269,314,300
1F4BEAB4F48F.txt,432,19,4,432,140,207,96,225,76,43,73,30,19,12,39,14,80,13,136,54,431,333,430,409
F2165F132C87.txt,727,42,6,727,162,392,120,335,176,46,111,35,57,22,55,26,80,11,246,53,726,442,725,590
C95AC12FA0D0.txt,610,23,6,610,187,301,135,309,140,57,97,45,39,24,25,16,83,16,208,70,609,475,608,564
A309FD0EF7E0.txt,438,33,6,438,151,216,106,222,68,40,68,34,52,20,29,15,52,12,113,48,437,359,436,419
248F4D79E0BC.txt,600,32,7,600,158,291,110,309,136,45,74,31,64,28,19,13,101,14,224,57,599,365,598,429
1BC40A063549.txt,500,13,12,500,131,221,87,279,98,40,74,33,34,12,15,7,103,15,172,52,499,355,498,439
67189615DF49.txt,229,10,4,229,72,124,46,105,58,14,30,19,21,8,16,7,23,3,81,17,228,142,227,174
7D44F3E6C475.txt,860,50,6,860,181,484,134,376,262,58,128,38,38,24,58,21,74,8,320,62,859,530,858,691
9D7C27E25723.txt,439,27,3,439,190,247,141,192,100,57,71,42,48,32,36,26,29,6,118,60,438,404,437,433
9506E6BEBEAA.txt,159,10,5,159,90,102,63,57,40,27,27,17,16,10,21,12,6,3,44,29,158,145,157,155
B6EB1835EBE0.txt,213,5,2,213,86,91,57,122,33,19,23,16,17,14,19,10,36,8,59,25,212,180,211,207
6D94417D4391.txt,231,11,2,231,80,107,55,124,40,18,32,18,15,11,21,10,31,6,66,22,230,175,229,212
0AFC8CE27321.txt,358,9,4,358,130,164,80,194,65,29,57,26,26,14,20,17,50,10,98,37,357,278,356,324
4CBF3F0B2FCC.txt,417,6,5,417,112,173,72,244,57,23,71,30,20,15,25,7,76,11,118,32,416,289,415,359
FDB362959DDF.txt,306,15,1,306,101,155,65,151,70,31,45,19,18,9,23,9,40,8,101,37,305,242,304,278
40AA29D2F32B.txt,705,36,25,705,173,305,124,400,132,55,120,48,30,16,24,12,58,9,185,62,704,516,703,649
90526CA48E47.txt,457,25,5,457,156,254,115,203,133,46,57,32,32,23,36,24,35,12,164,57,456,354,455,415
F792FE4DCF1A.txt,322,7,6,322,99,139,56,183,48,22,44,19,26,8,24,12,64,13,106,33,321,241,320,286
AAF5D100E836.txt,280,14,6,280,108,138,65,142,64,27,34,19,27,13,13,8,34,9,90,34,279,230,278,262
520EAF052C7E.txt,278,20,7,278,132,143,90,135,61,38,44,32,17,13,22,9,30,9,87,46,277,251,276,272
CCF04E3AD4B3.txt,580,32,4,580,200,279,149,301,93,50,111,53,35,29,43,25,82,8,163,56,579,488,578,561
0F706EB152E7.txt,302,8,2,302,101,154,68,148,68,34,35,19,42,12,9,7,20,5,88,39,301,226,300,271
340BCFE7E249.txt,590,31,5,590,93,301,63,289,154,26,90,24,21,7,36,7,43,6,184,30,589,292,588,424
FCD5885AE01E.txt,365,11,11,365,76,180,48,185,92,20,62,22,14,4,13,3,45,6,137,26,364,189,363,274
32B2D5592E1D.txt,623,28,8,623,141,333,103,290,190,52,93,35,30,19,25,11,61,11,235,61,622,411,621,504
E5C9AD14EB2D.txt,369,23,4,369,92,204,63,165,90,29,57,23,34,10,23,10,35,7,116,34,368,292,367,348
77E817BF68DA.txt,477,22,6,477,145,240,101,237,124,46,66,31,34,20,18,10,50,10,152,53,476,363,475,423
232CDFBFCCC3.txt,429,24,4,429,147,238,106,191,93,41,62,32,54,23,29,13,62,11,142,50,428,350,427,409
3BB94ABF8E02.txt,416,22,9,416,126,213,85,203,107,41,62,23,22,10,23,14,39,6,139,45,415,322,414,375
A25342583432.txt,685,17,5,685,192,331,133,354,112,48,113,47,43,23,69,24,94,14,184,58,684,547,683,656
D2C7BE42DEF6.txt,516,28,19,516,148,246,108,270,105,54,72,31,49,20,22,9,83,9,174,61,515,403,514,483
EDA0DCA3FC41.txt,497,17,5,497,130,241,80,256,97,24,92,26,24,18,32,19,54,8,135,29,496,333,495,418
5D3A82DB2443.txt,230,13,5,230,97,104,58,126,43,22,35,23,14,11,13,5,39,11,69,30,229,204,228,222
8279A3CD5E68.txt,518,32,6,518,183,254,131,264,100,48,81,43,41,27,34,19,74,13,159,58,517,424,516,493
7AC35605B158.txt,306,7,5,306,87,157,58,149,83,27,40,19,22,9,13,5,26,4,102,30,305,208,304,252
1BE17E2DA549.txt,273,9,9,273,117,115,76,158,49,34,35,20,20,16,13,9,50,12,82,43,272,244,271,266
5086E20438E9.txt,207,3,3,207,100,97,68,110,29,26,39,25,18,13,12,9,35,6,58,30,206,189,205,201
810E6DC5DE03.txt,467,36,34,467,161,250,116,217,108,50,91,43,30,18,24,13,35,9,137,56,466,370,465,434
BA6FC6ECE68E.txt,839,39,7,839,212,430,161,409,163,66,122,46,66,33,80,24,110,10,242,73,838,635,837,765
6F63F3BCD18D.txt,523,30,5,523,157,260,114,263,76,34,101,35,42,25,43,25,73,13,142,45,522,397,521,485
787BD112C114.txt,513,14,8,513,136,188,88,325,73,38,72,29,18,16,27,10,105,13,157,47,512,355,511,448
8619216110AA.txt,527,10,7,527,135,234,88,293,94,35,98,31,16,11,29,16,93,11,170,43,526,392,525,479
2B5F1309FD2D.txt,549,30,5,549,160,280,118,269,103,39,99,41,39,23,42,20,81,9,168,47,548,413,547,504
9F7693C3152E.txt,848,26,8,848,201,413,149,435,173,64,131,43,65,30,44,16,72,10,233,73,847,613,846,769
5ABDBEE915FF.txt,366,21,5,366,132,197,86,169,79,33,56,27,46,19,17,11,48,14,119,45,365,297,364,346
AC0AAA109FA6.txt,114,4,1,114,56,53,27,61,29,11,17,11,5,4,2,2,17,7,41,17,113,96,112,106
6CD851AF4D16.txt,312,9,4,312,98,158,75,154,48,27,70,26,22,15,18,7,50,7,93,33,311,222,310,265
7DC02C918305.txt,349,10,6,349,118,167,81,182,57,30,45,23,34,16,32,15,57,10,106,38,348,279,347,328
791AF7B78178.txt,479,9,6,479,149,215,99,264,81,36,68,33,31,17,35,16,74,11,124,44,478,390,477,451
2F3210D23414.txt,398,6,5,398,137,204,101,194,94,46,63,24,27,23,22,10,52,11,130,54,397,326,396,376
BDC0340D4BD5.txt,293,21,4,293,100,128,70,165,46,24,54,26,15,11,13,10,53,7,87,29,292,217,291,258
2ED54D76E478.txt,200,14,1,200,72,96,45,104,49,20,16,13,29,11,2,2,11,4,57,23,199,136,198,158
E82941E6EE4C.txt,892,22,6,892,158,412,109,480,163,32,143,42,63,26,48,17,104,9,252,39,891,459,890,594
862DC66C8B54.txt,563,35,5,563,223,285,160,278,120,71,89,44,46,32,33,19,75,18,187,87,562,481,561,532
41D9F5D10332.txt,496,30,5,496,125,257,87,239,105,36,87,28,28,13,39,16,80,11,151,45,495,338,494,429
39F578D9212E.txt,670,24,5,670,176,292,134,378,113,48,106,42,35,24,44,26,87,7,189,53,669,458,668,587
1DD048B373B3.txt,315,16,6,315,95,145,55,170,48,23,54,16,25,13,19,6,71,12,102,33,314,214,313,268
014CA5A01658.txt,649,32,7,649,177,326,122,323,132,54,108,44,56,23,33,16,103,14,221,65,648,474,647,581
0CE342F791B1.txt,454,25,6,454,179,222,136,232,100,61,65,38,37,26,20,17,49,11,131,69,453,374,452,425
F30AD5A2B74A.txt,498,20,1,498,166,237,117,261,98,47,73,36,34,22,37,21,78,11,164,56,497,389,496,450
1BC323128EBB.txt,716,36,8,716,192,320,140,396,122,63,128,46,32,20,38,13,118,12,221,72,715,495,714,626
1594F1B5DED6.txt,319,4,1,319,121,146,83,173,47,27,55,30,21,17,24,13,53,11,85,35,318,280,317,314
5A3CDFFCC76C.txt,394,21,4,394,121,185,75,209,54,23,78,27,21,14,33,14,67,12,107,32,393,277,392,339
A47106D7B784.txt,433,25,5,433,116,226,73,207,109,22,56,24,35,15,30,17,33,8,138,29,432,292,431,369
0ACB3F8B9DF8.txt,225,8,2,225,97,99,57,126,43,24,26,18,9,7,22,11,31,9,73,32,224,192,223,211
62E5030D1A59.txt,551,24,5,551,163,249,117,302,101,41,95,50,30,20,24,14,70,11,158,50,550,439,549,521
A3F896A51CEA.txt,382,20,5,382,92,181,55,201,85,19,55,18,19,14,22,5,46,11,120,27,381,248,380,317
1DFACB5D0C9E.txt,330,20,5,330,89,166,55,164,66,13,47,25,33,12,21,8,32,6,86,16,329,228,328,289
B3F18E671DF2.txt,452,18,4,452,148,209,97,243,102,40,65,39,27,14,22,9,50,10,147,48,451,344,450,405
4FA6CCB0D1BA.txt,291,11,4,291,102,145,73,146,61,31,45,28,25,10,16,9,46,6,103,36,290,220,289,261
ECCAD55DE7BA.txt,291,23,5,291,104,145,66,146,48,25,58,23,25,14,14,8,51,11,95,34,290,239,289,282
60D8EB883A45.txt,535,32,7,535,155,275,111,260,100,44,100,41,38,17,43,16,61,10,157,53,534,366,533,425
DCDED7261D03.txt,433,14,6,433,139,206,90,227,79,33,68,31,35,15,25,13,72,13,141,43,432,354,431,407
46A763F7D942.txt,853,41,11,853,243,416,180,437,213,95,106,46,59,31,50,26,103,9,298,102,852,639,851,786
57BABDBDFDB4.txt,149,12,7,149,73,64,45,85,28,24,23,14,4,4,11,5,19,7,44,30,148,120,147,134
D5AC4A35BAF8.txt,387,18,5,387,127,195,83,192,59,30,72,29,30,16,36,13,67,11,116,40,386,301,385,347
310201844A5A.txt,171,10,5,171,65,79,40,92,39,16,25,12,8,5,8,8,29,8,60,23,170,140,169,161
F772343CC7A7.txt,429,22,15,429,173,209,126,220,99,57,70,41,19,16,21,13,69,13,167,69,428,376,427,416
402843726F3B.txt,172,10,3,172,72,88,48,84,28,17,32,15,17,11,13,6,26,6,48,22,171,128,170,144
C652190DB53F.txt,477,19,6,477,155,265,110,212,96,37,93,41,40,22,40,17,34,8,125,43,476,404,475,464
1846CE5F244D.txt,784,17,5,784,216,357,160,427,142,67,127,49,56,32,36,17,124,13,247,78,783,558,782,697
62A6A91A2C46.txt,295,17,5,295,94,135,60,160,55,24,53,27,14,7,13,6,45,7,100,31,294,220,293,259
27B8304D6E89.txt,83,3,1,83,46,42,27,41,17,12,21,12,2,2,2,2,10,5,26,16,82,72,81,77
2D6FA4DEBFD6.txt,229,10,4,229,100,114,65,115,52,27,35,19,20,14,7,6,36,12,85,37,228,171,227,184
E2E3D86A8CF8.txt,352,9,5,352,81,176,56,176,60,25,53,19,43,10,20,7,65,7,113,30,351,226,350,294
CB17AF6F1138.txt,290,12,8,290,73,148,45,142,69,23,44,14,25,9,10,3,37,6,104,28,289,177,288,231
DA6899CADE97.txt,470,27,5,470,182,224,130,246,99,55,72,45,34,23,24,14,66,13,146,66,469,399,468,451
ACC570063AC8.txt,268,23,10,268,117,142,83,126,79,42,31,19,25,17,8,7,27,8,100,48,267,218,266,242
E6122E9ABFA3.txt,332,27,5,332,134,170,96,162,57,37,52,29,26,16,37,21,48,9,100,44,331,287,330,319
C41DFE052637.txt,413,25,5,413,109,221,74,192,65,20,74,27,52,16,30,13,57,9,108,28,412,269,411,331
8FD83605AA61.txt,336,15,7,336,97,160,62,176,98,35,34,14,20,10,11,8,20,5,111,38,335,242,334,293
40DD3FF566D8.txt,431,21,5,431,144,196,101,235,69,33,71,39,25,16,31,16,79,6,129,37,430,326,429,392
C595759E6D23.txt,294,14,6,294,105,142,66,152,57,28,42,21,29,10,14,9,53,12,103,38,293,222,292,261
BE1752DCF09C.txt,404,16,15,404,83,204,53,200,98,23,69,22,14,6,31,7,40,4,134,26,403,235,402,304
951DBA563386.txt,718,34,5,718,157,334,99,384,114,33,128,40,41,17,54,16,129,15,221,45,717,502,716,645
C168D81A3425.txt,393,8,8,393,125,185,85,208,84,38,55,26,27,14,20,10,73,10,155,46,392,294,391,348
E2687856AA7D.txt,412,19,5,412,156,226,113,186,101,44,64,38,40,25,22,11,36,8,124,49,411,351,410,400
99031AEAD3EE.txt,605,18,8,605,191,256,138,349,107,56,75,41,40,31,35,17,124,13,210,66,604,469,603,551
48BBB107A05C.txt,384,8,7,384,134,173,95,211,59,36,64,38,29,17,21,7,73,9,119,43,383,328,382,371
44DCCF637033.txt,255,15,7,255,113,124,67,131,62,28,32,23,14,11,16,11,28,11,85,37,254,218,253,243
586AC21410B9.txt,319,9,7,319,132,157,88,162,59,34,55,31,21,14,26,15,45,10,99,43,318,290,317,312
48600CC6449A.txt,183,7,6,183,86,86,57,97,33,26,32,18,18,13,3,3,30,9,56,33,182,165,181,177
A90D09A72B23.txt,707,15,7,707,167,319,116,388,115,42,124,51,44,18,38,10,93,9,192,49,706,491,705,632
648D7D45A7BF.txt,791,14,9,791,206,337,150,454,144,70,113,39,39,24,42,20,122,14,226,81,790,577,789,711
2EEB160A4BD1.txt,379,11,5,379,110,190,72,189,64,24,70,24,32,13,26,15,57,7,112,29,378,272,377,327
650928CF6CA0.txt,340,20,5,340,108,173,75,167,76,28,57,27,14,11,26,10,35,6,100,32,339,253,338,294
FC36DBAE640B.txt,262,13,1,262,111,118,72,144,50,33,38,27,17,7,13,6,50,12,96,43,261,219,260,248
0D983D66364A.txt,371,28,6,371,132,169,81,202,74,39,57,27,15,7,25,12,50,14,114,51,370,275,369,314
C68729D41C77.txt,455,16,1,455,189,215,144,240,87,67,87,50,20,18,23,15,78,12,155,76,454,399,453,445
D0CC47FFC293.txt,592,23,5,592,141,290,98,302,104,36,88,32,65,19,39,19,75,8,163,43,591,378,590,483
7203112033A1.txt,591,25,5,591,198,259,135,332,97,54,83,44,29,20,57,27,100,12,195,65,590,492,589,567
1115C15B1F71.txt,343,18,5,343,80,156,49,187,71,15,46,20,25,9,15,8,55,9,114,22,342,225,341,289
F70288B24094.txt,252,8,2,252,89,116,57,136,59,31,31,12,10,9,16,7,25,5,78,35,251,199,250,230
CDE661A599F5.txt,481,25,7,481,173,252,121,229,90,45,83,38,43,24,38,19,55,12,133,55,480,396,479,463
3F12BC08B53F.txt,225,10,4,225,96,102,57,123,33,19,43,21,12,8,15,10,38,7,69,25,224,195,223,216
06FA8EF28227.txt,656,8,4,656,151,289,110,367,104,41,112,36,33,20,46,15,107,13,192,51,655,446,654,570
8A390C9551BE.txt,353,30,5,353,118,174,85,179,88,48,43,29,22,7,24,8,54,6,132,52,352,267,351,319
DBCAB09E41C7.txt,476,20,3,476,131,219,93,257,100,38,60,28,36,17,23,14,53,6,126,42,475,341,474,422
8B155840CA6D.txt,553,27,5,553,184,278,131,275,121,54,80,36,27,21,53,23,70,11,172,63,552,421,551,499
BD3C67764AD7.txt,414,24,6,414,183,238,135,176,129,57,61,42,37,29,15,13,32,10,150,65,413,354,412,396
F6194DEBEFA7.txt,667,56,5,667,185,333,137,334,159,61,97,41,49,29,28,13,101,11,249,70,666,501,665,609
BE928441C9D6.txt,168,10,5,168,85,77,51,91,35,22,30,18,7,6,5,5,23,7,56,28,167,147,166,157
174C4761FEA2.txt,244,17,7,244,109,123,74,121,38,24,58,32,10,8,18,11,32,8,68,31,243,207,242,234
190E0A83F82B.txt,322,12,4,322,109,153,69,169,60,29,53,22,19,9,22,14,44,7,101,35,321,253,320,289
F2080B933EE4.txt,464,21,8,464,117,232,74,232,131,38,64,21,24,8,14,8,61,15,177,50,463,307,462,404
D5202DF530D1.txt,385,13,6,385,113,170,68,215,66,28,54,19,30,9,20,12,64,11,121,38,384,293,383,351
03ACC24E174B.txt,428,18,7,428,106,184,66,244,75,28,57,20,37,11,16,9,76,12,135,38,427,267,426,337
50402AFED87E.txt,453,11,5,453,109,218,74,235,98,32,65,24,32,12,27,9,40,8,132,38,452,304,451,399
812334AB4E73.txt,300,11,1,300,100,119,59,181,58,25,48,26,7,6,7,4,44,9,96,32,299,238,298,278
07E5864D604F.txt,254,11,2,254,97,114,57,140,59,21,34,19,10,8,13,11,34,10,84,29,253,207,252,234
50E361CD561E.txt,208,6,4,208,90,99,53,109,37,16,31,19,20,13,11,7,29,9,60,23,207,182,206,199
29D398423803.txt,265,14,1,265,120,151,87,114,61,36,43,25,33,19,15,9,23,7,80,41,264,220,263,246
076262AA0CD5.txt,1044,44,6,1044,284,506,222,538,231,89,166,84,70,39,48,23,110,9,304,94,1043,778,1042,964
606C4015BD6B.txt,161,13,2,161,89,71,55,90,28,22,24,17,9,8,11,9,33,9,55,30,160,142,159,153
759E0659FF69.txt,536,33,5,536,153,247,99,289,120,43,84,36,13,7,31,16,105,13,218,54,535,391,534,487
1150728AD3F5.txt,305,8,4,305,68,133,40,172,36,11,51,17,29,9,17,4,66,10,84,19,304,191,303,251
5EB7A0B134B4.txt,837,33,7,837,162,393,122,444,149,57,158,41,31,15,58,19,123,8,268,64,836,537,835,722
750184492A96.txt,607,36,9,607,152,304,102,303,156,46,93,35,19,9,36,17,77,12,216,56,606,423,605,533
2E5A3E5FD179.txt,393,20,4,393,130,213,95,180,87,42,77,30,30,18,19,10,33,8,116,49,392,304,391,364
6418C102917D.txt,408,11,5,408,132,181,79,227,79,36,59,22,19,9,26,14,65,13,132,46,407,343,406,390
EFDAD69E103B.txt,341,21,9,341,112,167,74,174,71,30,38,23,45,16,15,9,39,10,100,38,340,260,339,310
8E2EB0B4B92C.txt,502,26,5,502,115,239,72,263,85,21,89,27,27,14,39,14,76,11,152,30,501,264,500,318
D6CCEE56DA9D.txt,475,24,7,475,151,259,113,216,132,60,71,26,35,20,22,14,58,12,176,69,474,346,473,395
3752FB872CE8.txt,269,16,3,269,112,140,77,129,53,30,54,32,18,9,17,12,39,8,84,37,268,239,267,260
150C42083D49.txt,408,27,5,408,103,219,68,189,98,20,59,29,38,14,26,7,47,6,139,25,407,283,406,357
01B1CFD8215F.txt,765,41,9,765,246,380,185,385,151,83,116,49,42,29,78,36,128,15,267,96,764,609,763,701
8A2A9C25B642.txt,347,46,5,347,141,195,107,152,91,46,60,34,29,22,16,9,29,7,118,51,346,303,345,334
E4BBB2E44D64.txt,394,11,5,394,112,203,81,191,87,37,56,25,44,15,17,8,40,7,121,42,393,229,392,263
DB621DB9A4C3.txt,392,17,4,392,148,211,102,181,89,41,61,31,24,15,38,20,52,10,133,49,391,325,390,375
971004AB4EED.txt,282,15,6,282,108,135,71,147,44,23,58,27,12,8,22,15,46,9,84,30,281,217,280,247
6B9234579282.txt,318,12,7,318,120,151,75,167,64,36,57,24,19,10,14,8,61,10,109,44,317,250,316,285
04B3A4DD9460.txt,375,14,7,375,146,202,105,173,109,54,50,28,25,13,20,14,26,6,129,59,374,309,373,349
D594B486E6B5.txt,566,29,8,566,196,296,146,270,143,64,87,48,37,21,34,20,55,13,190,75,565,446,564,511
D61FC9795679.txt,320,26,5,320,141,170,103,150,80,50,51,30,16,13,25,13,45,11,116,59,319,286,318,312
82F7D233871E.txt,223,15,3,223,70,104,41,119,35,17,37,12,20,7,13,8,27,5,58,20,222,158,221,195
33113B7D1125.txt,760,24,8,760,138,349,97,411,125,42,128,30,37,11,59,16,125,11,238,51,759,509,758,670
DF785B00E2A2.txt,322,16,13,322,105,158,76,164,78,30,44,26,23,15,15,10,28,6,101,35,321,238,320,287
4E0FDE02216A.txt,242,11,3,242,110,126,73,116,46,27,46,26,13,11,22,12,31,10,73,35,241,228,240,237
CA6EBB87D7FF.txt,365,13,7,365,109,184,68,181,87,30,50,20,32,14,17,9,43,9,119,37,364,267,363,334
D9AAC11BC7AC.txt,297,14,1,297,120,142,75,155,49,27,35,22,31,13,30,17,34,8,72,33,296,246,295,278
895C8FA99A90.txt,545,25,5,545,152,248,104,297,103,38,94,43,32,13,21,16,64,11,154,46,544,394,543,499
6121A97C9582.txt,414,21,4,414,121,216,85,198,115,43,52,25,26,11,23,11,28,8,136,49,413,315,412,376
9EBD479D1915.txt,793,25,5,793,156,387,109,406,157,49,129,37,59,20,64,13,149,11,255,58,792,417,791,538
F73B27B9A443.txt,326,27,4,326,124,167,80,159,57,29,74,29,15,11,23,16,53,9,107,36,325,254,324,296
CA290993DFBA.txt,506,19,4,506,105,240,64,266,107,18,80,31,19,10,36,9,34,4,131,20,505,326,504,432
