Filename,nwords,nsentences,nparagraphs,nlemmas,nlemma_types,ncontent_words,ncontent_types,nfunction_words,n_nouns,n_noun_types,n_verbs,n_verb_types,n_adjs,n_adj_types,n_advs,n_adv_types,n_prps,n_prp_types,n_arguments,n_argument_types,n_bigram_lemmas,n_bigram_lemma_types,n_trigram_lemmas,n_trigram_lemma_types
BD163D95FC57.txt,574,21,5,574,149,288,102,286,136,45,94,40,35,12,24,12,78,8,203,52,573,404,572,494
49DA281C7585.txt,247,7,7,247,99,126,70,121,64,37,43,23,11,7,11,6,29,9,87,44,246,212,245,237
9E560D6E24E5.txt,312,7,4,312,93,152,66,160,69,28,50,25,21,7,12,7,31,3,90,30,311,205,310,257
3AD64B4E25CD.txt,621,25,6,621,206,288,150,333,98,67,118,46,28,20,45,24,120,12,202,76,620,519,619,597
4F35BA561593.txt,532,23,8,532,145,270,100,262,109,46,100,32,25,13,37,15,60,10,160,55,531,403,530,482
C7294E1E615D.txt,197,11,3,197,86,105,57,92,44,25,25,13,29,17,8,5,21,7,63,31,196,165,195,183
298E5C25E843.txt,164,4,4,164,70,79,38,85,36,15,27,15,12,6,4,3,14,2,48,16,163,133,162,152
9818D8926288.txt,187,32,8,187,89,114,64,73,54,33,36,18,18,13,6,4,17,5,69,36,186,158,185,172
F98FEC21D9EA.txt,530,11,6,530,165,258,117,272,105,43,90,42,42,19,22,15,76,9,164,50,529,417,528,493
3C2AFBFEDA6B.txt,278,14,4,278,113,139,76,139,58,29,54,30,17,13,11,7,17,3,71,31,277,240,276,268
E2FC55BF5005.txt,225,8,4,225,94,115,70,110,61,38,28,17,21,13,5,4,16,4,69,41,224,182,223,216
FA130BF0072E.txt,523,14,1,523,178,261,130,262,101,53,91,43,31,22,40,19,58,8,154,60,522,440,521,509
F581373D36A4.txt,317,24,21,317,90,190,70,127,110,43,33,11,24,12,25,10,8,2,118,45,316,212,315,271
CA0FB6DB7B80.txt,1018,41,8,1018,229,548,171,470,238,66,153,51,106,46,54,23,103,9,328,74,1017,729,1016,924
B84EF55EE7F0.txt,407,24,5,407,136,208,97,199,83,35,51,26,43,24,32,14,30,3,113,38,406,314,405,385
3DB503D247B3.txt,325,7,3,325,119,147,75,178,51,26,58,25,20,17,21,14,38,7,85,32,324,270,323,309
E7585113D7EC.txt,441,15,12,441,106,231,77,210,91,32,85,27,35,14,20,8,46,5,131,36,440,278,439,364
FAB189F7E4DF.txt,579,24,5,579,153,279,107,300,104,40,91,35,59,23,26,12,80,9,170,48,578,428,577,529
AA8DA5629CBC.txt,426,11,5,426,127,220,87,206,78,35,77,30,45,16,20,11,57,11,125,44,425,319,424,382
605BF3B67175.txt,250,11,6,250,113,116,78,134,49,29,39,24,19,16,10,10,43,6,85,34,249,214,248,239
A95A92435F9B.txt,336,13,6,336,90,161,58,175,49,17,61,24,33,11,18,6,48,4,92,20,335,218,334,271
6932E62C6338.txt,314,9,8,314,86,142,57,172,36,21,55,22,13,7,38,8,66,8,94,27,313,213,312,279
E03B6B157C32.txt,228,13,5,228,88,108,47,120,44,20,43,17,14,8,8,5,34,9,74,28,227,174,226,197
6D9728CB8711.txt,567,40,5,567,130,295,95,272,138,51,90,25,48,16,19,10,52,3,183,53,566,391,565,502
73D29610F3B4.txt,409,19,5,409,150,192,105,217,87,48,56,28,17,13,32,18,59,6,140,53,408,320,407,382
7333B4549006.txt,1053,53,6,1053,251,557,193,496,304,92,125,51,76,40,54,22,96,9,390,99,1052,796,1051,975
C6EE9996089C.txt,235,11,8,235,75,122,54,113,55,25,26,12,29,16,12,6,7,4,62,29,234,169,233,210
AFBC394080FC.txt,466,17,5,466,152,210,107,256,70,44,92,40,14,10,34,15,77,10,141,53,465,359,464,435
9B6A95DD8E05.txt,358,8,6,358,107,157,68,201,85,29,51,27,8,6,13,9,39,6,120,34,357,260,356,318
869B37DA1D3E.txt,197,13,7,197,71,90,45,107,39,17,35,19,10,7,9,7,40,5,75,21,196,137,195,157
3D8CF58944E1.txt,455,18,7,455,125,250,83,205,115,34,72,26,27,14,37,14,37,10,147,42,454,324,453,393
153C3543E432.txt,764,17,17,764,250,369,195,395,169,102,122,54,52,32,29,14,80,8,241,107,763,634,762,733
D7C9E22CC216.txt,520,14,5,520,153,263,108,257,101,42,96,35,44,22,26,13,54,6,147,46,519,375,518,444
3CD2C9F56CB1.txt,401,20,4,401,120,174,83,227,61,35,65,29,27,13,21,12,71,5,121,38,400,302,399,366
8732BAEAF691.txt,171,6,1,171,84,87,57,84,41,28,34,22,6,4,6,4,15,4,56,32,170,157,169,168
20AA145EB328.txt,346,20,4,346,112,217,83,129,96,29,81,33,28,16,14,11,33,4,126,31,345,269,344,320
4CF311D90E96.txt,217,16,4,217,95,92,63,125,39,28,36,21,12,11,6,5,37,7,68,33,216,188,215,209
F73899060D94.txt,369,16,5,369,125,180,86,189,71,38,76,27,20,13,14,11,73,11,139,47,368,271,367,320
1C8861E0C4EB.txt,331,12,1,331,102,177,72,154,64,31,54,23,36,10,23,9,28,6,91,36,330,223,329,276
CA7EF1C7C3FE.txt,565,27,6,565,120,304,89,261,149,45,101,26,31,18,23,5,32,4,169,48,564,340,563,450
D9F549A8EE63.txt,315,10,3,315,134,162,97,153,55,43,50,28,27,17,31,14,44,9,96,51,314,265,313,297
1F4BEAB4F48F.txt,430,19,4,430,137,212,98,218,82,46,74,32,18,11,38,13,77,11,142,55,429,332,428,407
F2165F132C87.txt,727,42,6,727,158,396,119,331,178,47,120,35,51,19,54,25,77,6,248,51,726,441,725,589
C95AC12FA0D0.txt,606,23,6,606,180,308,137,298,145,57,104,49,36,22,23,14,69,9,207,65,605,471,604,560
A309FD0EF7E0.txt,439,32,6,439,153,222,108,217,71,42,75,35,47,22,30,15,47,10,114,49,438,358,437,418
248F4D79E0BC.txt,596,32,7,596,154,289,111,307,133,45,73,30,61,26,24,17,97,10,220,53,595,364,594,430
1BC40A063549.txt,479,12,12,479,127,222,94,257,91,40,78,31,39,17,14,6,94,10,162,48,478,353,477,431
67189615DF49.txt,229,10,4,229,71,124,46,105,56,14,29,18,24,9,16,7,23,2,79,16,228,141,227,174
7D44F3E6C475.txt,860,50,6,860,183,489,136,371,266,58,131,39,39,25,55,19,73,6,324,61,859,533,858,691
9D7C27E25723.txt,439,27,3,439,189,257,143,182,99,56,81,43,49,34,35,25,25,4,117,58,438,405,437,433
9506E6BEBEAA.txt,159,10,5,159,88,104,64,55,44,30,25,14,17,11,18,10,5,2,48,31,158,144,157,154
B6EB1835EBE0.txt,213,4,2,213,84,93,58,120,33,19,28,17,15,12,19,12,34,6,59,24,212,178,211,205
6D94417D4391.txt,230,9,2,230,80,107,56,123,41,19,31,18,17,14,20,9,28,4,66,22,229,174,228,211
0AFC8CE27321.txt,356,9,4,356,126,168,84,188,69,33,57,26,24,13,22,19,43,7,102,39,355,276,354,322
4CBF3F0B2FCC.txt,417,6,5,417,111,184,75,233,58,23,79,30,18,14,29,10,73,10,119,31,416,287,415,359
FDB362959DDF.txt,307,13,1,307,100,158,67,149,69,31,47,21,20,10,22,8,29,6,92,36,306,242,305,279
40AA29D2F32B.txt,706,36,25,706,172,327,129,379,134,60,143,48,28,16,22,12,57,7,186,65,705,517,704,650
90526CA48E47.txt,455,25,5,455,154,259,115,196,131,45,66,33,34,25,31,20,33,8,160,52,454,351,453,411
F792FE4DCF1A.txt,322,7,6,322,96,151,59,171,55,23,44,21,25,8,30,13,63,8,113,30,321,240,320,286
AAF5D100E836.txt,280,14,6,280,104,138,64,142,66,29,34,17,26,12,12,7,31,6,90,34,279,229,278,262
520EAF052C7E.txt,278,19,7,278,129,145,92,133,62,39,45,33,18,14,20,8,30,7,88,45,277,252,276,272
CCF04E3AD4B3.txt,580,31,4,580,198,286,148,294,95,51,122,53,35,28,37,22,82,6,165,55,579,486,578,561
0F706EB152E7.txt,301,4,2,301,101,160,70,141,70,34,40,20,43,13,7,5,19,3,89,37,300,226,299,270
340BCFE7E249.txt,590,31,5,590,93,313,63,277,142,27,102,26,34,8,35,6,43,6,172,31,589,294,588,426
FCD5885AE01E.txt,362,11,11,362,74,182,50,180,98,26,58,20,13,4,15,5,39,2,137,28,361,187,360,271
32B2D5592E1D.txt,617,28,8,617,138,341,105,276,196,53,92,31,27,18,33,12,45,6,229,58,616,407,615,500
E5C9AD14EB2D.txt,370,23,4,370,92,205,64,165,87,25,58,23,32,10,28,12,34,5,113,29,369,290,368,349
77E817BF68DA.txt,477,23,6,477,144,243,102,234,123,46,71,32,33,20,18,10,40,8,151,52,476,360,475,423
232CDFBFCCC3.txt,429,24,4,429,146,243,109,186,96,43,68,33,51,23,28,11,60,8,144,49,428,352,427,413
3BB94ABF8E02.txt,414,23,9,414,124,215,85,199,105,42,66,24,26,13,19,12,39,5,137,45,413,320,412,373
A25342583432.txt,686,16,5,686,191,343,136,343,111,52,128,49,42,22,67,22,82,10,183,60,685,545,684,653
D2C7BE42DEF6.txt,511,32,19,511,147,246,109,265,102,53,79,34,46,21,22,11,79,8,167,59,510,398,509,478
EDA0DCA3FC41.txt,497,17,5,497,128,250,82,247,97,24,92,26,28,18,35,20,50,6,135,28,496,333,495,418
5D3A82DB2443.txt,230,12,5,230,92,109,59,121,48,25,39,23,10,8,12,4,29,6,73,30,229,203,228,222
8279A3CD5E68.txt,520,32,6,520,180,253,128,267,103,50,81,41,41,27,29,15,69,8,162,57,519,424,518,495
7AC35605B158.txt,306,7,5,306,86,160,59,146,83,27,43,20,22,9,13,5,26,3,102,29,305,207,304,251
1BE17E2DA549.txt,272,9,9,272,117,121,80,151,52,36,39,22,20,17,10,6,46,9,85,43,271,244,270,265
5086E20438E9.txt,207,3,3,207,100,100,70,107,39,31,33,21,16,12,13,10,31,4,65,34,206,188,205,201
810E6DC5DE03.txt,469,35,34,469,160,261,119,208,108,51,99,43,31,19,26,13,34,7,137,55,468,371,467,437
BA6FC6ECE68E.txt,836,38,7,836,212,431,157,405,160,61,132,49,63,32,77,23,104,8,239,66,835,632,834,763
6F63F3BCD18D.txt,523,29,5,523,156,273,115,250,76,34,114,37,40,25,45,22,73,10,142,42,522,395,521,486
787BD112C114.txt,512,15,8,512,133,200,90,312,75,39,84,30,14,13,29,12,102,7,159,45,511,355,510,446
8619216110AA.txt,527,8,7,527,135,242,94,285,97,37,102,34,17,13,28,14,77,8,164,43,526,391,525,482
2B5F1309FD2D.txt,548,30,5,548,160,282,117,266,108,43,100,38,34,22,43,20,80,7,173,49,547,412,546,502
9F7693C3152E.txt,848,26,8,848,198,422,151,426,180,67,135,42,63,30,44,17,71,7,240,73,847,609,846,767
5ABDBEE915FF.txt,366,20,5,366,125,200,85,166,77,33,62,26,44,17,18,11,46,10,117,41,365,297,364,346
AC0AAA109FA6.txt,114,4,1,114,56,54,28,60,29,11,18,12,5,4,2,2,16,7,41,17,113,96,112,106
6CD851AF4D16.txt,312,9,4,312,96,161,76,151,47,27,73,27,24,17,17,6,50,6,92,32,311,221,310,264
7DC02C918305.txt,345,10,6,345,118,169,85,176,60,34,49,23,37,20,24,14,42,9,97,41,344,276,343,325
791AF7B78178.txt,473,9,6,473,151,221,102,252,74,33,79,37,32,18,36,18,66,9,117,40,472,387,471,447
2F3210D23414.txt,396,6,5,396,135,206,104,190,98,48,63,24,31,27,14,8,48,7,134,54,395,325,394,376
BDC0340D4BD5.txt,293,19,4,293,99,138,73,155,48,26,64,28,15,11,11,9,50,6,89,30,292,217,291,258
2ED54D76E478.txt,200,14,1,200,73,100,48,100,48,20,18,13,32,14,2,2,10,4,56,23,199,137,198,158
E82941E6EE4C.txt,892,22,6,892,153,435,107,457,164,33,179,43,51,22,47,16,101,7,252,39,891,448,890,587
862DC66C8B54.txt,549,35,5,549,222,284,165,265,115,72,98,45,43,33,31,19,72,13,182,84,548,481,547,528
41D9F5D10332.txt,496,29,5,496,123,262,88,234,105,36,100,30,27,13,33,14,74,8,146,43,495,337,494,429
39F578D9212E.txt,670,24,5,670,176,298,131,372,121,54,113,39,33,24,36,20,85,5,197,58,669,457,668,587
1DD048B373B3.txt,310,16,6,310,94,147,58,163,55,26,51,14,23,13,19,7,64,9,106,34,309,214,308,267
014CA5A01658.txt,639,32,7,639,170,327,122,312,134,55,108,41,50,21,40,19,100,9,222,63,638,462,637,571
0CE342F791B1.txt,456,25,6,456,181,230,141,226,103,63,71,38,34,27,23,19,47,10,133,69,455,374,454,427
F30AD5A2B74A.txt,500,18,1,500,164,236,119,264,99,45,75,39,34,23,31,17,71,9,164,52,499,392,498,453
1BC323128EBB.txt,716,36,8,716,189,339,142,377,121,62,148,49,33,21,37,12,111,9,217,70,715,490,714,622
1594F1B5DED6.txt,317,4,1,317,121,153,81,164,56,33,57,26,21,17,20,11,47,9,92,40,316,281,315,312
5A3CDFFCC76C.txt,394,19,4,394,123,189,75,205,58,25,82,27,18,14,33,14,61,10,109,33,393,279,392,340
A47106D7B784.txt,429,25,5,429,118,229,77,200,113,25,57,24,36,18,27,16,33,7,142,31,428,293,427,365
0ACB3F8B9DF8.txt,219,8,2,219,97,103,57,116,44,27,33,17,11,7,16,9,29,8,73,35,218,189,217,206
62E5030D1A59.txt,551,24,5,551,163,258,121,293,99,39,102,51,32,22,26,14,65,9,156,46,550,440,549,522
A3F896A51CEA.txt,371,19,5,371,86,193,57,178,90,20,57,17,21,15,25,7,34,5,114,24,370,244,369,310
1DFACB5D0C9E.txt,328,20,5,328,89,164,57,164,72,16,46,24,27,11,19,8,30,4,92,18,327,226,326,288
B3F18E671DF2.txt,450,17,4,450,151,211,104,239,101,41,72,41,27,16,18,10,45,8,141,47,449,346,448,408
4FA6CCB0D1BA.txt,291,11,4,291,99,149,74,142,63,32,47,27,25,9,16,9,45,4,104,35,290,217,289,259
ECCAD55DE7BA.txt,291,23,5,291,101,146,67,145,47,24,62,25,22,13,15,8,50,7,94,30,290,239,289,282
60D8EB883A45.txt,535,27,7,535,155,290,118,245,114,54,108,43,31,18,43,16,58,8,169,60,534,369,533,428
DCDED7261D03.txt,433,14,6,433,139,218,91,215,78,33,81,32,38,18,22,12,70,10,140,41,432,353,431,407
46A763F7D942.txt,851,41,11,851,240,429,181,422,214,96,117,43,60,31,50,28,91,6,298,101,850,633,849,784
57BABDBDFDB4.txt,152,13,7,152,73,73,46,79,38,27,22,12,4,4,11,5,20,6,55,32,151,122,150,136
D5AC4A35BAF8.txt,382,19,5,382,124,199,88,183,60,32,77,30,24,16,40,16,66,8,116,39,381,296,380,342
310201844A5A.txt,171,10,5,171,64,81,42,90,38,15,27,13,8,6,10,10,28,5,58,19,170,139,169,161
F772343CC7A7.txt,427,17,15,427,168,216,129,211,95,56,78,43,21,18,23,14,60,7,155,63,426,375,425,414
402843726F3B.txt,172,10,3,172,71,91,50,81,30,19,32,15,14,9,17,9,26,4,50,22,171,128,170,144
C652190DB53F.txt,477,19,6,477,154,269,111,208,100,40,90,38,42,22,41,18,34,7,130,45,476,405,475,464
1846CE5F244D.txt,778,16,5,778,213,369,167,409,147,73,131,46,58,36,36,16,121,9,250,81,777,552,776,691
62A6A91A2C46.txt,295,16,5,295,91,133,60,162,53,22,50,24,17,11,13,7,44,5,97,27,294,216,293,257
27B8304D6E89.txt,83,3,1,83,45,43,28,40,17,12,20,12,5,4,1,1,7,3,23,14,82,71,81,77
2D6FA4DEBFD6.txt,229,10,4,229,96,114,66,115,52,27,35,20,19,13,8,7,36,9,85,34,228,169,227,183
E2E3D86A8CF8.txt,351,8,5,351,79,178,57,173,60,26,55,18,38,10,25,7,63,5,113,30,350,221,349,288
CB17AF6F1138.txt,312,10,8,312,72,149,47,163,71,25,44,15,21,7,13,4,47,4,117,28,311,177,310,235
DA6899CADE97.txt,470,27,5,470,179,228,132,242,102,55,72,44,35,26,22,11,65,9,149,62,469,399,468,452
ACC570063AC8.txt,264,23,10,264,114,138,81,126,78,43,30,18,25,17,6,5,26,6,99,48,263,216,262,239
E6122E9ABFA3.txt,332,26,5,332,134,173,99,159,60,40,56,32,26,18,33,17,48,7,103,45,331,285,330,319
C41DFE052637.txt,413,25,5,413,110,227,78,186,65,20,78,27,52,20,32,14,57,7,108,26,412,272,411,333
8FD83605AA61.txt,335,16,7,335,97,163,64,172,93,37,34,14,28,10,11,8,19,5,106,40,334,242,333,293
40DD3FF566D8.txt,431,17,5,431,145,201,99,230,71,34,78,37,26,16,26,12,75,6,130,38,430,328,429,395
C595759E6D23.txt,293,14,6,293,104,145,67,148,55,27,48,23,30,11,12,8,49,10,99,35,292,222,291,260
BE1752DCF09C.txt,404,16,15,404,83,210,53,194,102,25,69,22,14,6,31,6,40,4,138,28,403,234,402,302
951DBA563386.txt,713,32,5,713,154,343,104,370,105,35,150,41,42,19,49,14,124,10,209,42,712,498,711,644
C168D81A3425.txt,398,8,8,398,121,191,88,207,87,40,60,29,26,13,19,9,71,6,157,45,397,290,396,345
E2687856AA7D.txt,412,19,5,412,156,231,115,181,104,46,69,38,37,24,22,10,32,5,127,50,411,351,410,399
99031AEAD3EE.txt,617,19,8,617,189,277,137,340,104,54,101,44,40,30,32,12,112,10,198,62,616,471,615,558
48BBB107A05C.txt,384,8,7,384,132,179,96,205,58,35,71,39,26,16,24,10,75,8,120,42,383,326,382,372
44DCCF637033.txt,258,16,7,258,107,137,69,121,73,30,36,23,15,11,13,8,28,8,96,36,257,218,256,244
586AC21410B9.txt,314,7,7,314,132,163,95,151,67,39,54,35,22,16,22,12,41,8,104,46,313,289,312,308
48600CC6449A.txt,183,7,6,183,84,88,59,95,35,28,30,16,19,13,4,4,29,7,58,33,182,165,181,177
A90D09A72B23.txt,707,15,7,707,165,335,118,372,117,43,135,49,42,19,43,11,93,7,194,48,706,487,705,628
648D7D45A7BF.txt,790,13,9,790,205,338,152,452,147,73,119,41,35,20,38,21,109,10,224,80,789,579,788,715
2EEB160A4BD1.txt,379,11,5,379,111,189,71,190,63,23,70,23,33,15,25,14,58,7,112,29,378,272,377,327
650928CF6CA0.txt,339,20,5,339,104,187,75,152,77,30,73,29,12,10,26,11,33,5,101,33,338,252,337,293
FC36DBAE640B.txt,261,10,1,261,108,117,72,144,50,34,37,27,18,8,12,5,39,10,86,42,260,218,259,247
0D983D66364A.txt,368,28,6,368,133,177,86,191,74,39,67,29,16,9,21,11,46,10,112,48,367,278,366,317
C68729D41C77.txt,452,11,1,452,188,214,140,238,87,70,85,46,20,18,26,16,53,9,133,78,451,396,450,442
D0CC47FFC293.txt,592,23,5,592,141,294,98,298,103,37,92,31,66,19,40,20,74,6,162,42,591,374,590,481
7203112033A1.txt,585,23,5,585,197,277,139,308,99,57,101,48,32,22,51,24,96,10,193,66,584,489,583,563
1115C15B1F71.txt,341,17,5,341,82,156,52,185,72,16,46,19,24,11,15,9,43,7,105,22,340,221,339,285
F70288B24094.txt,252,8,2,252,87,116,55,136,60,30,37,13,9,8,10,5,18,5,73,34,251,198,250,229
CDE661A599F5.txt,479,24,7,479,173,258,124,221,85,43,89,40,46,27,40,18,52,9,127,50,478,393,477,461
3F12BC08B53F.txt,227,10,4,227,96,106,59,121,30,17,48,24,16,12,13,8,36,6,65,22,226,196,225,217
06FA8EF28227.txt,656,5,4,656,147,305,113,351,103,39,127,37,35,23,46,16,101,8,190,45,655,440,654,567
8A390C9551BE.txt,344,30,5,344,121,178,90,166,92,49,48,31,24,10,17,8,52,5,134,52,343,267,342,318
DBCAB09E41C7.txt,476,20,3,476,133,231,97,245,103,41,68,27,31,19,29,14,46,6,129,45,475,341,474,422
8B155840CA6D.txt,553,26,5,553,182,283,133,270,122,56,88,38,26,21,50,23,66,9,173,63,552,422,551,500
BD3C67764AD7.txt,414,24,6,414,181,242,137,172,135,63,63,43,34,26,14,12,31,7,156,69,413,352,412,394
F6194DEBEFA7.txt,667,56,5,667,186,340,141,327,163,64,102,41,48,31,27,13,96,8,252,71,666,502,665,609
BE928441C9D6.txt,168,9,5,168,85,76,50,92,35,22,30,18,6,5,5,5,22,7,56,28,167,147,166,157
174C4761FEA2.txt,244,17,7,244,111,126,76,118,39,24,61,35,10,9,17,10,25,7,62,30,243,209,242,235
190E0A83F82B.txt,323,11,4,323,112,157,76,166,63,30,52,23,21,12,22,17,39,6,100,35,322,254,321,290
F2080B933EE4.txt,464,20,8,464,114,237,77,227,130,39,66,23,25,10,16,7,58,9,176,47,463,305,462,402
D5202DF530D1.txt,383,13,6,383,112,175,70,208,66,29,58,21,28,10,23,13,54,9,113,37,382,292,381,349
03ACC24E174B.txt,429,18,7,429,102,188,65,241,73,25,64,23,38,12,14,7,71,9,131,33,428,266,427,337
50402AFED87E.txt,446,9,5,446,110,218,78,228,96,29,68,29,34,13,26,10,28,5,124,34,445,306,444,392
812334AB4E73.txt,300,11,1,300,98,125,59,175,58,25,53,25,7,5,8,5,44,8,96,31,299,237,298,277
07E5864D604F.txt,249,11,2,249,95,119,60,130,57,22,40,22,12,9,11,9,29,9,80,29,248,202,247,231
50E361CD561E.txt,208,6,4,208,89,102,55,106,41,20,29,17,20,14,12,8,28,7,64,25,207,182,206,199
29D398423803.txt,265,14,1,265,117,154,86,111,62,37,48,27,29,17,16,8,23,6,81,41,264,220,263,246
076262AA0CD5.txt,1044,44,6,1044,282,533,225,511,233,90,192,86,71,41,45,21,100,6,306,94,1043,771,1042,960
606C4015BD6B.txt,161,13,2,161,88,77,57,84,29,23,31,20,8,7,10,8,29,8,53,30,160,142,159,153
759E0659FF69.txt,533,29,5,533,153,252,107,281,126,47,80,36,18,13,31,17,83,10,203,55,532,392,531,486
1150728AD3F5.txt,305,7,4,305,67,136,41,169,38,11,54,19,29,9,15,3,63,8,84,18,304,190,303,251
5EB7A0B134B4.txt,837,27,7,837,160,412,123,425,163,65,170,39,26,14,54,14,103,7,262,71,836,535,835,721
750184492A96.txt,605,35,9,605,149,311,101,294,162,50,100,34,19,9,30,12,74,8,220,56,604,421,603,533
2E5A3E5FD179.txt,389,20,4,389,132,215,100,174,89,44,78,29,33,20,15,11,33,7,118,50,388,303,387,361
6418C102917D.txt,409,8,5,409,131,179,80,230,78,36,63,25,19,9,21,13,56,9,128,43,408,346,407,392
EFDAD69E103B.txt,342,21,9,342,107,169,74,173,72,30,42,24,43,15,14,9,36,7,101,36,341,258,340,310
8E2EB0B4B92C.txt,501,26,5,501,111,247,68,254,86,20,95,23,29,15,38,13,75,8,153,27,500,260,499,314
D6CCEE56DA9D.txt,475,24,7,475,153,260,114,215,138,62,68,25,36,20,20,13,52,8,180,68,474,346,473,395
3752FB872CE8.txt,270,16,3,270,111,143,77,127,54,28,58,33,19,9,14,10,38,6,85,33,269,240,268,261
150C42083D49.txt,408,27,5,408,103,227,70,181,99,21,66,30,38,15,26,7,47,5,140,25,407,283,406,357
01B1CFD8215F.txt,766,41,9,766,241,388,187,378,152,82,123,49,45,30,75,35,123,9,266,89,765,605,764,700
8A2A9C25B642.txt,347,46,5,347,142,202,112,145,95,51,65,36,30,23,13,7,27,3,122,54,346,302,345,332
E4BBB2E44D64.txt,394,11,5,394,109,204,82,190,86,36,57,26,44,16,18,8,38,5,120,39,393,229,392,263
DB621DB9A4C3.txt,388,17,4,388,147,210,104,178,90,42,58,29,25,16,38,20,49,8,134,48,387,322,386,373
971004AB4EED.txt,282,15,6,282,108,133,70,149,43,22,60,29,10,7,22,15,43,8,81,28,281,219,280,249
6B9234579282.txt,316,13,7,316,118,153,77,163,62,34,60,25,21,12,13,10,57,8,107,40,315,248,314,283
04B3A4DD9460.txt,375,14,7,375,145,203,106,172,116,59,49,28,20,12,19,13,26,5,136,63,374,309,373,348
D594B486E6B5.txt,566,29,8,566,194,307,149,259,145,64,93,49,42,26,32,17,51,9,191,72,565,446,564,510
D61FC9795679.txt,320,26,5,320,140,175,105,145,83,53,55,32,13,10,25,11,44,9,118,60,319,285,318,311
82F7D233871E.txt,223,15,3,223,70,110,44,113,37,19,37,11,20,7,17,9,24,4,60,22,222,158,221,195
33113B7D1125.txt,760,14,8,760,138,365,100,395,127,46,139,29,34,11,65,19,114,9,231,53,759,511,758,672
DF785B00E2A2.txt,322,15,13,322,105,161,78,161,81,32,45,27,24,15,12,8,23,5,104,37,321,239,320,288
4E0FDE02216A.txt,239,11,3,239,112,128,77,111,50,29,45,25,15,13,18,11,26,8,73,36,238,226,237,234
CA6EBB87D7FF.txt,365,13,7,365,108,187,70,178,91,31,50,22,31,15,17,9,37,7,123,36,364,269,363,336
D9AAC11BC7AC.txt,297,14,1,297,120,149,78,148,49,27,43,22,33,18,26,14,33,6,72,32,296,246,295,278
895C8FA99A90.txt,545,25,5,545,149,250,104,295,104,37,97,44,33,13,19,16,62,9,155,43,544,391,543,498
6121A97C9582.txt,410,21,4,410,120,220,88,190,122,49,52,21,22,13,24,11,26,6,143,53,409,316,408,375
9EBD479D1915.txt,793,26,5,793,151,416,110,377,177,51,133,36,63,20,49,14,149,8,275,57,792,415,791,537
F73B27B9A443.txt,326,27,4,326,123,170,84,156,59,30,76,29,17,15,20,14,52,6,109,35,325,256,324,299
CA290993DFBA.txt,506,19,4,506,104,257,64,249,108,20,95,30,17,9,39,10,34,4,132,22,505,324,504,431
